address,planned_area_id
Kettelerstraße 25,1
Uppenbergstraße 4,1
Korduanenstraße 27,1
Korduanenstraße 28,1
Hörsterstraße 41,1
Hörsterstraße 43,1
Hörsterstraße 20,1
Hörsterstraße 17,1
Kerßenbrockstraße 27,1
Kerßenbrockstraße 23,1
Tannenbergstraße 11,1
Schulstraße 45,1
Schulstraße 46,1
Schulstraße 31,1
Schulstraße 40,1
Schulstraße 27,1
Schulstraße 21,1
Schulstraße 23,1
Schulstraße 19,1
Kanalstraße 69,1
Gartenstraße 30,1
Gartenstraße 34,1
Gartenstraße 48,1
Gartenstraße 50,1
Gartenstraße 52,1
Gartenstraße 54,1
Gartenstraße 60,1
Gartenstraße 68,1
Gartenstraße 70,1
Gartenstraße 86,1
Cheruskerring 70,1
Cheruskerring 84,1
Cheruskerring 86,1
Cheruskerring 88,1
Cheruskerring 92,1
Tibusplatz 6,1
Buddenstraße 1,1
Münzstraße 52,1
Münzstraße 37,1
Bergstraße 29,1
Bergstraße 27,1
Bergstraße 26,1
Magdalenenstraße 11,1
Bergstraße 21,1
Bergstraße 19,1
Bergstraße 33,1
Schlaunstraße 15,1
Sonnenstraße 58,1
Marientalstraße 54,1
Martin-Luther-Straße 8,1
Martin-Luther-Straße 4,1
Martin-Luther-Straße 6,1
Martin-Luther-Straße 3a,1
Kinderhauser Straße 10,1
Marientalstraße 65,1
Kinderhauser Straße 12,1
Marientalstraße 68,1
Melchersstraße 31,1
Melchersstraße 33,1
Finkenstraße 55,1
Finkenstraße 56,1
Hoyastraße 22,1
Hoyastraße 26,1
Coerdestraße 35a,1
Wichernstraße 11,1
Wichernstraße 22,1
Bült 15,1
Korduanenstraße 9,1
Korduanenstraße 22,1
Korduanenstraße 10,1
Korduanenstraße 18,1
Korduanenstraße 15,1
Ritterstraße 28a,1
Neubrückenstraße 8,1
Mauritzstraße 1,1
Wevelinghofergasse 7,1
Wevelinghofergasse 41,1
Wevelinghofergasse 40,1
Wevelinghofergasse 9,1
Wevelinghofergasse 39,1
Wevelinghofergasse 38,1
Wevelinghofergasse 16,1
Wevelinghofergasse 37,1
Wevelinghofergasse 23,1
Korduanenstraße 22a,1
Wevelinghofergasse 26,1
Münzstraße 18,1
Münzstraße 21,1
Gartenstraße 9,1
Gartenstraße 14,1
Raesfeldstraße 9,1
Korduanenstraße 29,1
Kanalstraße 17,1
Kanalstraße 15,1
Kanalstraße 23,1
Kanalstraße 19,1
Kanalstraße 19a,1
Maximilianstraße 31,1
Maximilianstraße 33,1
Maximilianstraße 40,1
Siverdesstraße 3,1
Maximilianstraße 42,1
Maximilianstraße 41,1
Kanalstraße 13,1
Kanalstraße 9,1
Kanalstraße 11,1
Kanalstraße 5,1
Cheruskerring 80b,1
Kettelerstraße 63a,1
Kettelerstraße 71,1
Kettelerstraße 65a,1
Cheruskerring 80d,1
Kettelerstraße 75,1
Melchersstraße 2,1
Steinfurter Straße 7a,1
Steinfurter Straße 7,1
Steinfurter Straße 9,1
Steinfurter Straße 11,1
Steinfurter Straße 13,1
Grevener Straße 80,1
Grevener Straße 82,1
Neubrückenstraße 60,1
Neubrückenstraße 25,1
Neubrückenstraße 28,1
Neubrückenstraße 56,1
Neubrückenstraße 30,1
Neubrückenstraße 32,1
Neubrückenstraße 33,1
Cheruskerring 10,1
Cheruskerring 18,1
Görresstraße 49,1
Horstmarer Landweg 150,2
Horstmarer Landweg 141a,2
Horstmarer Landweg 122,2
Gemenweg 67,2
Gemenweg 3,2
Gemenweg 65,2
Rudolf-Harbig-Weg 1,2
Bentelerstraße 2,2
Horstmarer Landweg 140,2
Schreiberstraße 36,2
Schöppingenweg 2,2
Schöppingenweg 6,2
Schöppingenweg 24,2
Schöppingenweg 28b,2
Schöppingenweg 29,2
Schöppingenweg 30a,2
Schöppingenweg 25,2
Schöppingenweg 38,2
Schöppingenweg 40,2
Schöppingenweg 50,2
Schöppingenweg 52,2
Schöppingenweg 76,2
Schöppingenweg 46,2
Schöppingenweg 48,2
Schöppingenweg 1,2
Schöppingenweg 41,2
Schöppingenweg 49,2
Schöppingenweg 7,2
Am Breilbusch 7,2
Schöppingenweg 54a,2
Schöppingenweg 56,2
Schöppingenweg 56a,2
Schöppingenweg 58,2
Schöppingenweg 64,2
Schöppingenweg 31,2
Schöppingenweg 39,2
Schöppingenweg 89,2
Schöppingenweg 95,2
Schöppingenweg 97,2
Schöppingenweg 3,2
Enschedeweg 19,2
Enschedeweg 54,2
Besselweg 36,2
Besselweg 53,2
Besselweg 55,2
Gescherweg 64,2
Gescherweg 62,2
Gescherweg 60,2
Gescherweg 56,2
Gescherweg 52,2
Gescherweg 54,2
Schöppingenweg 67,2
Schöppingenweg 98,2
Gescherweg 50,2
Appelbreistiege 38,2
Schöppingenweg 106,2
Schöppingenweg 108,2
Schöppingenweg 85,2
Schöppingenweg 9,2
Horstmarer Landweg 161b,2
Horstmarer Landweg 161a,2
Gemenweg 51,2
Gemenweg 57,2
Horstmarer Landweg 250,2
Schöppingenweg 57,2
Schöppingenweg 70,2
Schöppingenweg 72,2
Schöppingenweg 74,2
Schöppingenweg 53,2
Schöppingenweg 75,2
Schöppingenweg 53a,2
Schöppingenweg 83,2
Besselweg 10,2
Rudolf-Steiner-Weg 11,2
Enschedeweg 61b,2
Enschedeweg 43,2
Besselweg 210,2
Besselweg 38,2
Besselweg 42,2
Besselweg 38b,2
Besselweg 40,2
Von-Esmarch-Straße 117,2
Von-Esmarch-Straße 123,2
Gemenweg 63,2
Röntgenstraße 7,2
Von-Esmarch-Straße 105,2
Von-Esmarch-Straße 91,2
Von-Esmarch-Straße 53,2
Von-Esmarch-Straße 48,2
Schreiberstraße 5a,2
Von-Esmarch-Straße 50,2
Röntgenstraße 17,2
Röntgenstraße 13,2
Enschedeweg 6,2
Besselweg 2a,2
Besselweg 3,2
Besselweg 5,2
Besselweg 4,2
Besselweg 7,2
Besselweg 8,2
Besselweg 12,2
Besselweg 14,2
Besselweg 11,2
Besselweg 19,2
Besselweg 21,2
Weierstraßweg 8,2
Weierstraßweg 9,2
Weierstraßweg 13,2
Besselweg 25,2
Besselweg 23,2
Besselweg 30,2
Besselweg 29,2
Besselweg 32,2
Besselweg 35,2
Besselweg 34,2
Besselweg 47,2
Besselweg 216,2
Besselweg 226,2
Besselweg 220,2
Besselweg 228,2
Besselweg 56,2
Besselweg 54,2
Besselweg 52,2
Besselweg 46,2
Besselweg 198,2
Besselweg 200,2
Besselweg 202,2
Besselweg 212,2
Besselweg 214,2
Besselweg 218,2
Besselweg 208,2
Enschedeweg 32,2
Besselweg 27,2
Enschedeweg 26,2
Enschedeweg 22,2
Enschedeweg 16,2
Enschedeweg 12,2
Appelbreistiege 40,2
Von-Esmarch-Straße 65,2
Von-Esmarch-Straße 159,2
Von-Esmarch-Straße 147,2
Von-Esmarch-Straße 69,2
Von-Esmarch-Straße 73,2
Busso-Peus-Straße 28,2
Schreiberstraße 2,2
Schreiberstraße 3,2
Schreiberstraße 4,2
Schreiberstraße 5,2
Schreiberstraße 9,2
Schreiberstraße 10,2
Schreiberstraße 16,2
Röntgenstraße 9,2
Schreiberstraße 24,2
Schreiberstraße 20,2
Schreiberstraße 26,2
Schreiberstraße 28,2
Schreiberstraße 32,2
Mendelstraße 7,2
Michaelweg 55,2
Michaelweg 64,2
Michaelweg 41,2
Michaelweg 42,2
Michaelweg 33,2
Michaelweg 34,2
Michaelweg 38,2
Michaelweg 25,2
Michaelweg 32,2
Michaelweg 13,2
Michaelweg 11,2
Michaelweg 5,2
Michaelweg 22,2
Michaelweg 10,2
Von-Esmarch-Straße 62,2
Von-Esmarch-Straße 62a,2
Von-Esmarch-Straße 62c,2
Von-Esmarch-Straße 60,2
Röntgenstraße 23,2
Röntgenstraße 21a,2
Röntgenstraße 20,2
Röntgenstraße 21,2
Corrensstraße 24a,2
Gescherweg 40,2
Enschedeweg 66,2
Enschedeweg 64,2
Enschedeweg 62,2
Enschedeweg 60,2
Von-Esmarch-Straße 10a,2
Von-Esmarch-Straße 10,2
Corrensstraße 5,2
Mendelstraße 11,2
Von-Esmarch-Straße 12,2
Von-Esmarch-Straße 19,2
Von-Esmarch-Straße 34,2
Gescherweg 78,2
Gescherweg 38b,2
Gescherweg 28,2
Gescherweg 82,2
Gescherweg 84,2
Gescherweg 42,2
Gescherweg 49,2
Gescherweg 47,2
Gescherweg 61,2
Gescherweg 53,2
Gescherweg 25,2
Busso-Peus-Straße 8,2
Corrensstraße 80,2
Horstmarer Landweg 308,2
Horstmarer Landweg 111,2
Gemenweg 5,2
Gievenbecker Weg 210,2
Gievenbecker Weg 200a,2
Von-Esmarch-Straße 56,2
Horstmarer Landweg 175,2
Michaelweg 12,2
Michaelweg 14,2
Michaelweg 16,2
Michaelweg 18,2
Michaelweg 20,2
Horstmarer Landweg 263,2
Gemenweg 65a,2
Heisenbergstraße 11,2
Heisenbergstraße 15,2
Von-Esmarch-Straße 54,2
Michaelweg 66,2
Von-Esmarch-Straße 166,2
Michaelweg 23,2
Michaelweg 62,2
Fliednerstraße 2,2
Von-Esmarch-Straße 59,2
Corrensstraße 9,2
Enschedeweg 1,2
Rüschhausweg 4,2
Schreiberstraße 34,2
Michaelweg 28,2
Horstmarer Landweg 120,2
Horstmarer Landweg 126,2
Horstmarer Landweg 124,2
Horstmarer Landweg 144,2
Röntgenstraße 16,2
Corrensstraße 54,2
Gescherweg 80,2
Schöppingenweg 14,2
Schöppingenweg 26,2
Von-Esmarch-Straße 20,2
Besselweg 204,2
Besselweg 206,2
Enschedeweg 49,2
Enschedeweg 51,2
Horstmarer Landweg 125,2
Horstmarer Landweg 101,2
Michaelweg 31,2
Michaelweg 39,2
Von-Esmarch-Straße 129,2
Von-Esmarch-Straße 133,2
Von-Esmarch-Straße 125,2
Von-Esmarch-Straße 129a,2
Besselweg 6,2
Corrensstraße 3,2
Horstmarer Landweg 103,2
Horstmarer Landweg 105,2
Horstmarer Landweg 113,2
Rüschhausweg 18,2
Rüschhausweg 16,2
Schöppingenweg 40a,2
Schöppingenweg 32a,2
Besselweg 26,2
Besselweg 24,2
Busso-Peus-Straße 10,2
Enschedeweg 68,2
Schreiberstraße 12,2
Besselweg 236,2
Besselweg 234,2
Gievenbecker Weg 261,2
Besselweg 232,2
Gievenbecker Weg 200,2
Enschedeweg 61a,2
Gievenbecker Weg 263,2
Röntgenstraße 23b,2
Gescherweg 59,2
Gescherweg 55,2
Gescherweg 57,2
Schöppingenweg 105,2
Schöppingenweg 126,2
Gescherweg 24,2
Corrensstraße 86,2
Besselweg 51,2
Horstmarer Landweg 161,2
Von-Esmarch-Straße 109,2
Von-Esmarch-Straße 107,2
Schöppingenweg 103,2
Schöppingenweg 110,2
Schöppingenweg 120,2
Am Breilbusch 21,2
Von-Esmarch-Straße 23,2
Schöppingenweg 102,2
Schöppingenweg 59,2
Schöppingenweg 84,2
Schöppingenweg 61,2
Schöppingenweg 86,2
Besselweg 238,2
Besselweg 230,2
Busso-Peus-Straße 20,2
Busso-Peus-Straße 18,2
Arnheimweg 1,2
Mendelstraße 17,2
Von-Esmarch-Straße 67,2
Von-Esmarch-Straße 61,2
Von-Esmarch-Straße 63,2
Von-Esmarch-Straße 1,2
Corrensstraße 1,2
Corrensstraße 3a,2
Von-Esmarch-Straße 175,2
Von-Esmarch-Straße 179,2
Enschedeweg 61,2
Enschedeweg 59,2
Enschedeweg 55,2
Enschedeweg 45,2
Enschedeweg 37,2
Enschedeweg 35,2
Enschedeweg 25,2
Enschedeweg 23,2
Enschedeweg 21,2
Enschedeweg 4,2
Gescherweg 30,2
Gescherweg 30a,2
Von-Esmarch-Straße 182,2
Schreiberstraße 4a,2
Von-Esmarch-Straße 168,2
Von-Esmarch-Straße 155,2
Von-Esmarch-Straße 157,2
Von-Esmarch-Straße 153,2
Von-Esmarch-Straße 151,2
Von-Esmarch-Straße 151a,2
Von-Esmarch-Straße 143,2
Von-Esmarch-Straße 145,2
Von-Esmarch-Straße 121,2
Von-Esmarch-Straße 119,2
Von-Esmarch-Straße 113,2
Von-Esmarch-Straße 115,2
Von-Esmarch-Straße 89,2
Am Breilbusch 23,2
Enschedeweg 24,2
Enschedeweg 34,2
Enschedeweg 36,2
Enschedeweg 40,2
Enschedeweg 42,2
Enschedeweg 44,2
Enschedeweg 52,2
Enschedeweg 60a,2
Enschedeweg 41,2
Altumstraße 7,1
Altumstraße 9,1
Altumstraße 11,1
Altumstraße 13,1
Altumstraße 15,1
Rudolf-von-Langen-Straße 10,1
Am Kreuztor 3,1
Bergstraße 23,1
Bergstraße 51,1
Bergstraße 52,1
Bergstraße 54,1
Bergstraße 55,1
Bergstraße 56,1
Besselweg 2,2
Besselweg 15,2
Besselweg 17,2
Besselweg 18,2
Besselweg 22,2
Besselweg 28,2
Besselweg 31,2
Besselweg 37,2
Besselweg 38a,2
Besselweg 43,2
Besselweg 48,2
Besselweg 49,2
Besselweg 50,2
Besselweg 241,2
Besselweg 243,2
Besselweg 245,2
Besselweg 247,2
Breul 4a,1
Breul 5a,1
Breul 5b,1
Breul 6,1
Breul 7,1
Breul 9,1
Breul 11,1
Breul 11a,1
Breul 12,1
Breul 15,1
Breul 16,1
Breul 16a,1
Breul 20,1
Breul 22,1
Breul 25,1
Breul 33,1
Breul 34,1
Breul 35,1
Breul 36,1
Sonnenstraße 30,1
Sonnenstraße 31,1
Cheruskerring 28,1
Cheruskerring 43,1
Cheruskerring 44,1
Cheruskerring 56,1
Cheruskerring 63,1
Cheruskerring 72,1
Cheruskerring 74,1
Cheruskerring 75,1
Cheruskerring 76,1
Cheruskerring 78,1
Cheruskerring 87,1
Cheruskerring 89,1
Cheruskerring 90,1
Wichernstraße 35a,1
Coerdestraße 3d,1
Coerdestraße 17,1
Coerdestraße 19,1
Coerdestraße 20,1
Coerdestraße 21,1
Bült 7,1
Coerdestraße 31,1
Dettenstraße 6,1
Dettenstraße 7,1
Sonnenstraße 49,1
Coerdestraße 41,1
Coerdestraße 52,1
Coerdestraße 53,1
Coerdeplatz 14,1
Ferdinandstraße 9,1
Ferdinandstraße 11,1
Ferdinandstraße 15,1
Ferdinandstraße 17,1
Ferdinandstraße 22a,1
Ferdinandstraße 22b,1
Ferdinandstraße 28,1
Finkenstraße 13,1
Finkenstraße 15,1
Finkenstraße 26,1
Finkenstraße 41,1
Grimmstraße 6,1
Grimmstraße 8,1
Grimmstraße 10,1
Gartenstraße 49,1
Gartenstraße 66,1
Gertrudenstraße 30,1
Gertrudenstraße 34,1
Gertrudenstraße 35,1
Gertrudenstraße 36,1
Gescherweg 28a,2
Gescherweg 36,2
Gescherweg 51,2
Grevener Straße 70,1
Görresstraße 2,1
Görresstraße 9,1
Görresstraße 11,1
Görresstraße 23,1
Görresstraße 37,1
Görresstraße 38,1
Görresstraße 39,1
Görresstraße 42,1
Görresstraße 43,1
Görresstraße 45,1
Grevener Straße 76,1
Grevener Straße 86,1
Gemenweg 65c,2
Gescherweg 76,2
Gemenweg 65d,2
Enschedeweg 58,2
Enschedeweg 63,2
Enschedeweg 14,2
Enschedeweg 39,2
Kettelerstraße 33,1
Kettelerstraße 37,1
Kettelerstraße 45,1
Kettelerstraße 48,1
Kettelerstraße 49,1
Kettelerstraße 60,1
Kettelerstraße 68,1
Kettelerstraße 76,1
Hoyastraße 24,1
Hörsterstraße 19,1
Kellermannstraße 8,1
Kellermannstraße 9,1
Kellermannstraße 10,1
Kellermannstraße 12,1
Kellermannstraße 13,1
Kellermannstraße 21,1
Dürerstraße 1,1
Dürerstraße 2,1
Dürerstraße 16,1
Dürerstraße 18,1
Dürerstraße 18a,1
Dürerstraße 20,1
Dürerstraße 26,1
Hedwigstraße 1,1
Hedwigstraße 6,1
Hedwigstraße 11,1
Hedwigstraße 12,1
Hedwigstraße 13,1
Hedwigstraße 16,1
Hedwigstraße 19,1
Heerdestraße 1,1
Heerdestraße 12,1
Heerdestraße 15,1
Heerdestraße 18,1
Heerdestraße 24,1
Heerdestraße 25,1
Heerdestraße 26,1
Heerdestraße 28,1
Heerdestraße 32,1
Hollenbeckerstraße 14,1
Kellermannstraße 1,1
Kellermannstraße 2,1
Kellermannstraße 3,1
Marientalstraße 7,1
Marientalstraße 9,1
Marientalstraße 18,1
Marientalstraße 24,1
Kinderhauser Straße 30,1
Kinderhauser Straße 35,1
Kinderhauser Straße 37,1
Kinderhauser Straße 39,1
Kinderhauser Straße 39a,1
Kinderhauser Straße 41,1
Kinderhauser Straße 43,1
Kinderhauser Straße 45,1
Kinderhauser Straße 47,1
Marientalstraße 40,1
Marientalstraße 50,1
Marientalstraße 62,1
Marientalstraße 64,1
Korduanenstraße 25,1
Kerßenbrockstraße 5,1
Kerßenbrockstraße 12,1
Kerßenbrockstraße 13,1
Kettelerstraße 4,1
Kettelerstraße 6,1
Kettelerstraße 8,1
Kettelerstraße 18,1
Kettelerstraße 20,1
Kettelerstraße 23,1
Kettelerstraße 26,1
Kettelerstraße 28,1
Kinderhauser Straße 3,1
Kinderhauser Straße 7,1
Langemarckstraße 15,1
Kanalstraße 21,1
Kanalstraße 22,1
Kanalstraße 31,1
Kanalstraße 44a,1
Kanalstraße 46,1
Kanalstraße 48,1
Kanalstraße 50,1
Kampstraße 9,1
Kampstraße 10,1
Schöppingenweg 8,2
Schöppingenweg 10,2
Schöppingenweg 12,2
Schöppingenweg 23,2
Schöppingenweg 24a,2
Michaelweg 3,2
Kleine Wienburgstraße 1,1
Kleine Wienburgstraße 3,1
Schöppingenweg 52a,2
Schöppingenweg 54,2
Schöppingenweg 65,2
Schöppingenweg 69,2
Michaelweg 40,2
Nordplatz 2,1
Nordstraße 13,1
Nordstraße 24,1
Martin-Luther-Straße 26,1
Schöppingenweg 114,2
Schöppingenweg 118,2
Maximilianstraße 44,1
Maximilianstraße 48,1
Maximilianstraße 49,1
Maximilianstraße 54,1
Rudolf-von-Langen-Straße 4,1
Rudolf-von-Langen-Straße 7,1
Rudolf-von-Langen-Straße 9,1
Rudolf-von-Langen-Straße 11,1
Rudolf-von-Langen-Straße 17,1
Rudolf-von-Langen-Straße 19,1
Rudolf-von-Langen-Straße 37,1
Rudolf-von-Langen-Straße 42,1
Rudolf-von-Langen-Straße 46,1
Münzstraße 19,1
Münzstraße 24,1
Münzstraße 44,1
Münzstraße 47,1
Melchersstraße 67,1
Melchersstraße 69,1
Melchersstraße 73,1
Melchersstraße 74,1
Melchersstraße 78,1
Siverdesstraße 15,1
Siverdesstraße 17,1
Melchersstraße 5,1
Melchersstraße 15,1
Melchersstraße 21,1
Melchersstraße 27,1
Sonnenstraße 26,1
Sonnenstraße 40,1
Sonnenstraße 54,1
Sonnenstraße 57,1
Sonnenstraße 59,1
Sonnenstraße 59a,1
Sonnenstraße 74,1
Sonnenstraße 76,1
Sonnenstraße 79,1
Sonnenstraße 80,1
Raesfeldstraße 52,1
Schreiberstraße 8,2
Maximilianstraße 43,1
Raesfeldstraße 12,1
Raesfeldstraße 35,1
Stierlinstraße 3,1
Stierlinstraße 12,1
Stierlinstraße 13,1
Stiftsherrenstraße 40,1
Stiftsherrenstraße 48,1
Wienburgstraße 14,1
Wienburgstraße 17,1
Wienburgstraße 25,1
Wienburgstraße 27,1
Maximilianstraße 11,1
Maximilianstraße 22,1
Maximilianstraße 25,1
Tannenbergstraße 10,1
Tannenbergstraße 12,1
Tannenbergstraße 26,1
Weierstraßweg 3,2
Weierstraßweg 5,2
Weierstraßweg 7,2
Weierstraßweg 10,2
Schulstraße 3,1
Schulstraße 6,1
Schulstraße 8,1
Ulrichstraße 2,1
Ulrichstraße 4,1
Schulstraße 15,1
Schulstraße 22,1
Schulstraße 25,1
Schulstraße 35,1
Steinfurter Straße 16,1
Rjasanstraße 19,1
Studtstraße 11,1
Studtstraße 13,1
Zuhornstraße 10,1
Zuhornstraße 22,1
Von-Esmarch-Straße 149,2
Wevelinghofergasse 6,1
Wevelinghofergasse 10,1
Wevelinghofergasse 21,1
Wevelinghofergasse 25,1
Wermelingstraße 1,1
Wermelingstraße 2,1
Wermelingstraße 5,1
Wermelingstraße 10,1
Wermelingstraße 25,1
Wermelingstraße 31,1
Wermelingstraße 37,1
Wermelingstraße 39,1
Zeppelinstraße 8,1
Wichernstraße 9,1
Wichernstraße 21,1
Wichernstraße 40,1
Wichernstraße 42,1
Busso-Peus-Straße 14,2
Friesenring 24,1
